seed,fold,arm,n_features,fit_seconds,gamma,alpha,accuracy,precision,recall,macro_f1,auc_roc,auc_pr,tn,fp,fn,tp,n,n_positive,base_rate_pct,pred_std,pred_min,pred_max,pred_mean
42,1,E_all_ce_noW,15,0.9838910110001962,2.0,0.75,0.9936305732484076,0.9333333333333333,1.0,0.981004234724743,1.0,0.9999999999999999,142,1,0,14,157,14,8.92,0.2921163412240668,3.64308192719666e-08,0.9999991016958469,0.09501881578760271
42,1,G_all_focal_noW,15,0.2676616560002003,2.0,0.75,0.9936305732484076,0.9333333333333333,1.0,0.981004234724743,1.0,0.9999999999999999,142,1,0,14,157,14,8.92,0.27813360618777794,0.0023645886614814243,0.9923900539227889,0.10335092103697256
42,1,LEGACY_A,14,0.27476384499914275,2.0,0.75,0.9936305732484076,0.9333333333333333,1.0,0.981004234724743,1.0,1.0,142,1,0,14,157,14,8.92,0.291548780482184,2.9078621059456207e-08,0.9999996396757252,0.09491603738341284
42,2,E_all_ce_noW,15,0.29293548299938266,2.0,0.75,0.9872611464968153,1.0,0.8571428571428571,0.9580662393162394,0.9985014985014985,0.9873949579831932,143,0,2,12,157,14,8.92,0.2648561706494068,4.667597617639056e-08,0.9999989876893653,0.07650681234838577
42,2,G_all_focal_noW,15,0.3716973340006007,2.0,0.75,0.9872611464968153,1.0,0.8571428571428571,0.9580662393162394,0.998001998001998,0.981547619047619,143,0,2,12,157,14,8.92,0.2580402682828567,0.0022859504286374763,0.9950474911268251,0.0877733016841128
42,2,LEGACY_A,14,0.5165521199996874,2.0,0.75,0.9872611464968153,1.0,0.8571428571428571,0.9580662393162394,0.9980019980019981,0.9841269841269842,143,0,2,12,157,14,8.92,0.2656027098534093,4.2807908545544526e-08,0.9999996340715123,0.07702097163194706
42,3,E_all_ce_noW,15,0.18620447299963416,2.0,0.75,0.9872611464968153,0.9285714285714286,0.9285714285714286,0.9607892107892109,0.999000999000999,0.9901360544217687,142,1,1,13,157,14,8.92,0.27644057098856695,2.6871556243365246e-08,0.9999991852333935,0.08941970254589968
42,3,G_all_focal_noW,15,0.09541159299988067,2.0,0.75,0.9745222929936306,0.8571428571428571,0.8571428571428571,0.9215784215784215,0.998001998001998,0.9815476190476189,141,2,2,12,157,14,8.92,0.27052863501160374,0.0016385214930538996,0.9929422859666852,0.0992290549651153
42,3,LEGACY_A,14,0.11076516200046171,2.0,0.75,0.9872611464968153,0.9285714285714286,0.9285714285714286,0.9607892107892109,0.9985014985014985,0.9873949579831932,142,1,1,13,157,14,8.92,0.27806866598396823,4.9155112819485995e-08,0.9999996054876354,0.08915480167097994
42,4,E_all_ce_noW,15,0.1289943689998836,2.0,0.75,0.9872611464968153,0.9285714285714286,0.9285714285714286,0.9607892107892109,0.9995004995004995,0.9952380952380953,142,1,1,13,157,14,8.92,0.2842513473731224,3.632947923756612e-08,0.999999237460505,0.09032630105294565
