arm,mean,between_seed_sd,mean_within_seed_fold_sd,n_seeds,n_folds_per_seed,label
E_all_ce_noW,0.986855590228895,0.0038818833387951057,0.02192424165076041,10,25,"Composites, cross-entropy   [matched reference]"
F_all_ce_W,0.9866928688399191,0.0038578085758175745,0.021684651777170404,10,25,"Composites, cross-entropy + weighting"
LEGACY_A,0.9866040881909424,0.0037486494554109214,0.0239914395739741,10,25,R01 baseline as published (is_unbalance=True)
A_raw_ce_noW,0.9851739031450515,0.004085922521744651,0.02435212935157897,10,25,"Baseline LightGBM (raw, cross-entropy)"
B_raw_ce_W,0.9846361072563663,0.004370710886823958,0.02533788708288559,10,25,Baseline + class weighting
G_all_focal_noW,0.9846360180926087,0.003789355792443671,0.023312662491669765,10,25,"E-LightGBM (composites, focal loss)"
H_all_focal_W,0.9846360180926087,0.003789355792443671,0.023312662491669765,10,25,E-LightGBM + weighting
D_raw_focal_W,0.9827358149776936,0.003927433253692281,0.0273080966292793,10,25,Focal loss on raw features + weighting
C_raw_focal_noW,0.9827358149776936,0.003927433253692281,0.0273080966292793,10,25,Focal loss on raw features  [the cell R01 never ran]
