arm,pred_std,pred_min,pred_max,pred_mean,base_rate,label
A_raw_ce_noW,0.273233250672519,6.771611412886297e-08,0.9999990435027579,0.08305316922028476,0.08801020408163265,"Baseline LightGBM (raw, cross-entropy)"
B_raw_ce_W,0.2755375907643151,1.6083674338184216e-07,0.9999997506170013,0.08457461428733538,0.08801020408163265,Baseline + class weighting
C_raw_focal_noW,0.26292886968862883,0.0037024591596029285,0.9938858409843486,0.09307350463057991,0.08801020408163265,Focal loss on raw features  [the cell R01 never ran]
D_raw_focal_W,0.26292886968862883,0.0037024591596029285,0.9938858409843486,0.09307350463057991,0.08801020408163265,Focal loss on raw features + weighting
E_all_ce_noW,0.2731319720759734,6.667880997997423e-08,0.9999990471526464,0.08342058911747371,0.08801020408163265,"Composites, cross-entropy   [matched reference]"
F_all_ce_W,0.2765467869809395,1.6557568975462902e-07,0.9999997270553159,0.08561322698150298,0.08801020408163265,"Composites, cross-entropy + weighting"
G_all_focal_noW,0.26379685876986997,0.004102975317617501,0.9936630365353165,0.09382984925906829,0.08801020408163265,"E-LightGBM (composites, focal loss)"
H_all_focal_W,0.26379685876986997,0.004102975317617501,0.9936630365353165,0.09382984925906829,0.08801020408163265,E-LightGBM + weighting
LEGACY_A,0.27555122620094796,5.380559654517025e-08,0.9999995759897792,0.08456664486466647,0.08801020408163265,R01 baseline as published (is_unbalance=True)
