Model,Accuracy,Precision,Recall,F1 Score,ROC-AUC,PR-AUC,Category
E-LightGBM (Proposed),0.995,1.0,0.9444444444444444,0.9843444227005872,0.9966422466422468,0.978927203065134,Proposed
