seed,fold,arm,n_features,fit_seconds,gamma,alpha,accuracy,precision,recall,macro_f1,auc_roc,auc_pr,tn,fp,fn,tp,n,n_positive,base_rate_pct,pred_std,pred_min,pred_max,pred_mean
42,1,A_raw_ce_noW,14,0.12901919800003725,2.0,0.75,0.9936305732484076,0.9333333333333333,1.0,0.981004234724743,0.9995004995004994,0.9952380952380953,142,1,0,14,157,14,8.92,0.29037216079810635,3.7311343216977756e-08,0.9999991213819425,0.09458611944800212
42,1,B_raw_ce_W,14,0.12438135899998315,2.0,0.75,0.9936305732484076,0.9333333333333333,1.0,0.981004234724743,1.0,1.0,142,1,0,14,157,14,8.92,0.2939729363502569,1.437359321821078e-07,0.9999998227082233,0.09799757718129677
42,1,C_raw_focal_noW,14,0.0965717599999607,2.0,0.75,0.9936305732484076,0.9333333333333333,1.0,0.981004234724743,1.0,1.0,142,1,0,14,157,14,8.92,0.2779629091808515,0.0028862470288310038,0.994434003609857,0.10527261845029502
42,1,D_raw_focal_W,14,0.09500939000002973,2.0,0.75,0.9936305732484076,0.9333333333333333,1.0,0.981004234724743,1.0,1.0,142,1,0,14,157,14,8.92,0.2779629091808515,0.0028862470288310038,0.994434003609857,0.10527261845029502
42,1,E_all_ce_noW,15,0.12210346699998809,2.0,0.75,0.9936305732484076,0.9333333333333333,1.0,0.981004234724743,1.0,0.9999999999999999,142,1,0,14,157,14,8.92,0.2921163412240668,3.64308192719666e-08,0.9999991016958469,0.09501881578760271
42,1,F_all_ce_W,15,0.13465409000002637,2.0,0.75,0.9936305732484076,0.9333333333333333,1.0,0.981004234724743,1.0,1.0,142,1,0,14,157,14,8.92,0.2914785742784445,1.121556562467544e-07,0.9999997614121309,0.09530294402847937
42,1,G_all_focal_noW,15,0.10009938599995394,2.0,0.75,0.9936305732484076,0.9333333333333333,1.0,0.981004234724743,1.0,0.9999999999999999,142,1,0,14,157,14,8.92,0.27813360618777794,0.0023645886614814243,0.9923900539227889,0.10335092103697256
42,1,H_all_focal_W,15,0.10133974800004353,2.0,0.75,0.9936305732484076,0.9333333333333333,1.0,0.981004234724743,1.0,0.9999999999999999,142,1,0,14,157,14,8.92,0.27813360618777794,0.0023645886614814243,0.9923900539227889,0.10335092103697256
42,1,LEGACY_A,14,0.1302387979999935,2.0,0.75,0.9936305732484076,0.9333333333333333,1.0,0.981004234724743,1.0,1.0,142,1,0,14,157,14,8.92,0.291548780482184,2.9078621059456207e-08,0.9999996396757252,0.09491603738341284
42,2,A_raw_ce_noW,14,0.12215845500003297,2.0,0.75,0.9872611464968153,1.0,0.8571428571428571,0.9580662393162394,0.9995004995004996,0.9952380952380953,143,0,2,12,157,14,8.92,0.2655341564766281,5.7609448210373835e-08,0.9999992895591319,0.07646794206782788
