arm,pred_std,pred_min,pred_max,pred_mean,base_rate,label
A_raw_ce_noW,0.2721415429427923,4.75464477423106e-08,0.9999989716579103,0.0823578816842417,0.08801020408163265,"Baseline LightGBM (raw, cross-entropy)"
B_raw_ce_W,0.27449065560703856,1.4307347221671038e-07,0.9999997400830454,0.08416190952170662,0.08801020408163265,Baseline + class weighting
C_raw_focal_noW,0.26259320796280017,0.003045337354810851,0.9938312789178967,0.0930993450650167,0.08801020408163265,Focal loss on raw features  [the cell R01 never ran]
D_raw_focal_W,0.26259320796280017,0.003045337354810851,0.9938312789178967,0.0930993450650167,0.08801020408163265,Focal loss on raw features + weighting
E_all_ce_noW,0.27141597561580655,4.380742066669102e-08,0.9999988776422837,0.08244781401827758,0.08801020408163265,"Composites, cross-entropy   [matched reference]"
F_all_ce_W,0.2743616216452503,1.3532028425281683e-07,0.9999997139915159,0.08461936462111243,0.08801020408163265,"Composites, cross-entropy + weighting"
G_all_focal_noW,0.2625794041974891,0.002875241594781011,0.9933905255333251,0.09288861186882146,0.08801020408163265,"E-LightGBM (composites, focal loss)"
H_all_focal_W,0.2625794041974891,0.002875241594781011,0.9933905255333251,0.09288861186882146,0.08801020408163265,E-LightGBM + weighting
LEGACY_A,0.2739418871372147,3.8900535759439794e-08,0.9999996006358642,0.08379819765421086,0.08801020408163265,R01 baseline as published (is_unbalance=True)
