seed,fold,arm,n_features,fit_seconds,gamma,alpha,accuracy,precision,recall,macro_f1,auc_roc,auc_pr,tn,fp,fn,tp,n,n_positive,base_rate_pct,pred_std,pred_min,pred_max,pred_mean
42,1,E_all_ce_noW,47,0.535120787999972,2.0,0.75,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,143,0,0,14,157,14,8.92,0.2840283071915198,7.773191776720131e-08,0.9999989271978713,0.09013457201476689
42,1,G_all_focal_noW,47,0.35993158600001607,2.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,143,0,0,14,157,14,8.92,0.276346920808293,0.003139030300479555,0.9956387427973291,0.10344015761282838
42,1,LEGACY_A,44,0.44985595100001774,2.0,0.75,0.9936305732484076,0.9333333333333333,1.0,0.981004234724743,1.0,0.9999999999999998,142,1,0,14,157,14,8.92,0.2898169846443595,4.491722663284232e-08,0.9999995535390466,0.0963317844353818
42,2,E_all_ce_noW,47,0.37619276499992793,2.0,0.75,0.9872611464968153,1.0,0.8571428571428571,0.9580662393162394,0.9999999999999999,0.9999999999999998,143,0,2,12,157,14,8.92,0.26441545759412155,6.504868493883457e-08,0.9999991884929711,0.0767025346711034
42,2,G_all_focal_noW,47,0.6511965219999638,2.0,0.75,0.9872611464968153,1.0,0.8571428571428571,0.9580662393162394,1.0,1.0,143,0,2,12,157,14,8.92,0.25710404478993926,0.0035844818118798733,0.9937422844893323,0.08945063056873809
42,2,LEGACY_A,44,0.49662161300000207,2.0,0.75,0.9872611464968153,1.0,0.8571428571428571,0.9580662393162394,1.0,1.0,143,0,2,12,157,14,8.92,0.2665309325678401,7.743580981320771e-08,0.9999995746308079,0.07892385659510984
42,3,E_all_ce_noW,47,0.9941104270000096,2.0,0.75,0.9872611464968153,0.875,1.0,0.9631455399061033,0.9995004995004995,0.9952380952380953,141,2,0,14,157,14,8.92,0.3006857154591841,5.960499980283145e-08,0.9999985707387327,0.10147703784072964
42,3,G_all_focal_noW,47,0.7999410139999554,2.0,0.75,0.9872611464968153,0.875,1.0,0.9631455399061033,0.999000999000999,0.9910714285714286,141,2,0,14,157,14,8.92,0.28466878774592547,0.003425429461186279,0.9954769979761459,0.10778253309947362
42,3,LEGACY_A,44,1.5415228929999785,2.0,0.75,0.9936305732484076,0.9333333333333333,1.0,0.981004234724743,1.0,0.9999999999999999,142,1,0,14,157,14,8.92,0.28954295536398494,3.334395359334169e-08,0.9999996450466991,0.09530411667761131
42,4,E_all_ce_noW,47,0.6547752019999962,2.0,0.75,0.9936305732484076,1.0,0.9285714285714286,0.9797393212027359,1.0,1.0,143,0,1,13,157,14,8.92,0.27641348737336197,5.7785116246142826e-08,0.9999996573186747,0.08600519852958406
42,4,G_all_focal_noW,47,0.3105673280000474,2.0,0.75,0.9936305732484076,1.0,0.9285714285714286,0.9797393212027359,0.9995004995004995,0.9952380952380953,143,0,1,13,157,14,8.92,0.2704429300611255,0.003918250537093331,0.9956904318834611,0.09651730965286912
42,4,LEGACY_A,44,0.36805945200001133,2.0,0.75,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,143,0,0,14,157,14,8.92,0.2848710048510599,4.810940857666468e-08,0.9999996011670994,0.08953679074055658
42,5,E_all_ce_noW,47,0.3413510209999231,2.0,0.75,0.9807692307692307,1.0,0.7692307692307693,0.929592297276967,0.9983862291554599,0.9838264299802761,143,0,3,10,156,13,8.33,0.24228698599362566,6.768084515621094e-08,0.9999982490651056,0.06520804705182294
42,5,G_all_focal_noW,47,0.32069548799995573,2.0,0.75,0.9807692307692307,1.0,0.7692307692307693,0.929592297276967,0.9989241527703066,0.9897435897435898,143,0,3,10,156,13,8.33,0.22671327771730648,0.005254966267708679,0.9913251525981164,0.07465317217074753
